"","Provider_Name","Difference","Percent"
"703",12054,0.01317,"78.82%"
"704",12061,-0.01962,"-54.42%"
"705",12065,0.00754,"50.37%"
"706",12075,0.00776,"27.72%"
"707",12078,0.00913,"32.23%"
"708",12084,-0.01039,"-21.36%"
"709",12090,0.01672,"97.49%"
"710",12095,-0.01156,"-57.8%"
"711",12144,-0.00632,"-15.12%"
"712",12159,-0.03466,"-30.34%"
"713",12167,-0.0323,"-49.27%"
"714",12180,-0.000425000000000002,"-2.01%"
"715",12182,-0.01311,"-60.64%"
"716",12184,-0.00385,"-11.48%"
"717",12203,-0.002135,"-8.62%"
"718",12204,0.00901,"48.34%"
"719",12208,-0.007775,"-50.11%"
"720",12211,-0.00469,"-100%"
"721",12302,0.00303,"11.93%"
"722",12303,0.00432,"15.08%"
"723",12304,-0.002265,"-8.49%"
"724",12401,-0.00849,"-100%"
"725",12414,-0.006715,"-29.3%"
"726",12449,-0.00589,"-32.4%"
"727",12455,-0.00326,"-14.13%"
"728",12508,0.00313,"14.99%"
"729",12524,0.00366,"16.86%"
"730",12528,-0.008465,"-48.51%"
"731",12531,0.01151,"39.19%"
"732",12541,0.01008,"45.38%"
"733",12549,-0.03082,"-100%"
"734",12550,-0.01504,"-51.42%"
"735",12561,0.00471,"60.81%"
"736",12564,-0.00555,"-14.93%"
"737",12565,-0.04016,"-73.92%"
"738",12572,0.00329,"20.73%"
"739",12601,-0.007155,"-29.41%"
"740",12603,-0.000889999999999995,"-2.53%"
"741",12742,-0.02651,"-44.42%"
"742",12754,-0.010025,"-42.01%"
"743",12771,0.01448,"33.18%"
"744",12776,-0.000209999999999998,"-1.01%"
"745",12801,0.00538,"41.4%"
"746",12804,0.01785,"154.95%"
"747",12809,-0.01536,"-70.95%"
"748",12832,0.00834,"37.56%"
"749",12866,-0.01618,"-52.62%"
"750",12883,-9e-04,"-8.64%"
"751",12901,-0.003385,"-32.32%"
"752",12932,-0.00656,"-27.39%"
"753",12946,0.01469,"50.12%"
"754",12953,-0.01789,"-59.65%"
"755",12986,0.01774,"125.11%"
"756",13021,-0.00831,"-33.27%"
"757",13027,-0.00105,"-11.54%"
"758",13037,-0.02188,"-75.55%"
"759",13039,0.00097,"7.18%"
"760",13045,-0.000353333333333333,"-5.31%"
"761",13057,-0.0091,"-32.3%"
"762",13073,0.02316,"76.51%"
"763",13078,-0.011585,"-60.37%"
"764",13088,-0.00662,"-100%"
"765",13116,0.0188,"144.84%"
"766",13126,0.0033425,"28.25%"
"767",13165,0.00146,"5.92%"
"768",13203,0.01219,"29.86%"
"769",13205,-0.00285,"-48.1%"
"770",13214,0.01145,"93.32%"
"771",13215,-0.00143,"-13.03%"
"772",13219,0.00341,"31.96%"
"773",13323,0.000269999999999999,"2.07%"
"774",13326,0.0254,"54.24%"
"775",13350,-0.020215,"-64.5%"
"776",13357,0.02757,"150.57%"
"777",13365,0.0237,"214.67%"
"778",13367,-0.00852000000000001,"-18.56%"
"779",13411,-0.00247,"-4.6%"
"780",13413,-0.000594999999999998,"-7.07%"
"781",13424,-0.01054,"-30.07%"
"782",13428,-0.01293,"-32.45%"
"783",13440,-0.004766,"-36.39%"
"784",13452,-0.00947,"-45.82%"
"785",13480,-0.01074,"-48.38%"
"786",13501,-0.003885,"-11.71%"
"787",13502,-0.00048,"-4.47%"
"788",13504,-0.00215,"-10.68%"
"789",13601,-0.005295,"-35.52%"
"790",13619,-0.02326,"-71.75%"
"791",13662,0.00784,"30.73%"
"792",13669,0.00542,"25.42%"
"793",13760,-0.00103666666666666,"-5.21%"
"794",13790,-0.014875,"-52.01%"
"795",13815,0.00531,"109.18%"
"796",13820,-0.011095,"-24.56%"
"797",13827,0.01279,"98.84%"
"798",13850,-0.001055,"-6.9%"
"799",13902,-0.01118,"-100%"
"800",13904,-0.02829,"-100%"
"801",14020,-0.00645666666666667,"-78.26%"
"802",14031,-0.00966,"-71.45%"
"803",14048,0.00953,"152.6%"
"804",14052,0.000779999999999999,"5.71%"
"805",14067,-0.01527,"-55.71%"
"806",14068,0.003795,"17.61%"
"807",14070,-0.01718,"-31.37%"
"808",14075,-0.00804,"-50.57%"
"809",14086,-0.0151,"-74.86%"
"810",14092,0.0075,"60.1%"
"811",14094,-0.01388,"-81.74%"
"812",14103,0.00591,"87.36%"
"813",14108,0.00201,"13.53%"
"814",14120,-0.006905,"-36.02%"
"815",14127,0.00346,"17.39%"
"816",14141,-0.00503,"-26.11%"
"817",14150,-0.01838,"-44.29%"
"818",14201,-0.00533,"-21.46%"
"819",14203,-0.01088,"-64.23%"
"820",14208,-0.0055,"-100%"
"821",14209,-0.00417333333333334,"-12.09%"
"822",14214,0.01853,"116.91%"
"823",14215,-0.00976,"-56.78%"
"824",14217,0.00553,"20.92%"
"825",14220,-0.00186,"-3.35%"
"826",14221,0.00286,"12.63%"
"827",14226,0.0083,"83.17%"
"828",14227,-0.004375,"-28.46%"
"829",14302,-0.01888,"-58.36%"
"830",14304,0.00178,"13.72%"
"831",14411,0.01503,"76.33%"
"832",14420,-0.01566,"-50.34%"
"833",14424,0.00924666666666667,"453.27%"
"834",14432,-0.03648,"-100%"
"835",14450,-0.0019375,"-19.49%"
"836",14456,-0.0084,"-18.69%"
"837",14482,0.01123,"148.15%"
"838",14487,-0.01933,"-59.02%"
"839",14489,-0.00034,"-2.66%"
"840",14510,0.00944,"35.25%"
"841",14513,-0.014755,"-70.8%"
"842",14527,-0.00877,"-57.1%"
"843",14534,-0.01655,"-68.67%"
"844",14551,-0.00195,"-15.92%"
"845",14569,-0.019125,"-45.1%"
"846",14580,-0.00339333333333334,"-16.63%"
"847",14607,0.00929,"87.19%"
"848",14610,-0.0175,"-61.71%"
"849",14611,-0.00355,"-21.73%"
"850",14612,-0.002655,"-9.57%"
"851",14618,0.0053775,"86.35%"
"852",14620,0.0013125,"17.97%"
"853",14621,0.00188666666666667,"23.58%"
"854",14623,-0.0015,"-7.59%"
"855",14624,-0.01157,"-42.18%"
"856",14626,0.00071,"14.07%"
"857",14701,-0.002135,"-7.72%"
"858",14727,0.000609999999999999,"3.43%"
"859",14740,-0.00676,"-46.56%"
"860",14742,0.00099,"8.69%"
"861",14744,-0.00145,"-15.41%"
"862",14760,0.01174,"52.09%"
"863",14787,-0.00111,"-13.25%"
"864",14810,-0.00629,"-21.29%"
"865",14830,-0.00105,"-5.06%"
"866",14843,-0.015025,"-50.73%"
"867",14845,0.000609999999999999,"2.16%"
"868",14850,-0.0140375,"-54.71%"
"869",14865,-0.000280000000000001,"-1.87%"
"870",14870,-8.99999999999998e-05,"-1.28%"
"871",14892,-0.0088,"-35.63%"
"872",14895,-0.00514,"-30.41%"
"873",14901,-0.000480000000000001,"-5.02%"
"874",14902,-0.000295,"-2.37%"
"875",15001,-0.01363,"-100%"
"876",15005,-0.00048,"-5.13%"
"877",15009,0.00153,"81.82%"
"878",15010,-0.003195,"-28.69%"
"879",15017,-0.01295,"-32.76%"
"880",15024,-0.005315,"-27.64%"
"881",15025,-0.02198,"-39.47%"
"882",15044,0.01653,"121.54%"
"883",15063,-0.03763,"-66.34%"
"884",15068,0.00291,"28.96%"
"885",15074,0.00478,"29.18%"
"886",15102,-0.006825,"-66.75%"
"887",15108,-0.010015,"-100%"
"888",15120,-0.0158,"-100%"
"889",15122,0.00268,"10.51%"
"890",15132,3.33333333333262e-06,"0.02%"
"891",15139,-0.004255,"-22.85%"
"892",15143,0.00639,"23.5%"
"893",15145,0.00802,"15.12%"
"894",15146,-0.010676,"-47.25%"
"895",15147,-0.01315,"-51.02%"
"896",15201,-0.01117,"-100%"
"897",15206,-0.008345,"-35.19%"
"898",15207,-0.00407,"-15.22%"
"899",15212,-0.002915,"-14.3%"
"900",15214,-0.02012,"-30.17%"
"901",15217,0.00203666666666667,"30.92%"
"902",15220,-0.00575,"-31.73%"
"903",15227,-0.00381,"-23.53%"
"904",15228,-0.0209,"-100%"
"905",15232,-0.00424,"-40.93%"
"906",15234,-0.00059,"-4.05%"
"907",15236,-0.03641,"-100%"
"908",15237,0.00376333333333333,"35.63%"
"909",15241,8.99999999999998e-05,"0.35%"
"910",15243,-0.005325,"-63.98%"
"911",15301,-0.00478,"-18.27%"
"912",15317,0.00255571428571429,"34.16%"
"913",15370,-0.016595,"-66.98%"
"914",15401,0.010012,"37.03%"
"915",15459,-0.005595,"-100%"
"916",15501,-0.01812,"-57.11%"
"917",15530,-0.007,"-100%"
"918",15537,0.01478,"96.1%"
"919",15552,-0.01037,"-100%"
"920",15601,-0.00267375,"-13.88%"
"921",15642,-0.003695,"-13.53%"
"922",15644,-0.01667,"-40.76%"
"923",15650,-0.004235,"-48.65%"
"924",15658,0.00498,"18.37%"
"925",15666,-0.00878,"-100%"
"926",15668,-0.00605,"-36.89%"
"927",15701,0.00366,"13.28%"
"928",15746,-0.05019,"-65.69%"
"929",15767,0.01305,"45.36%"
"930",15801,-0.003465,"-15.12%"
"931",15824,-0.05121,"-100%"
"932",15825,0.007665,"49.87%"
"933",15834,-0.0102,"-40.87%"
"934",15857,-0.000899999999999998,"-6.1%"
"935",15904,0.00269,"8.29%"
"936",15905,-0.00847333333333333,"-42.52%"
"937",15928,-0.0019,"-8.17%"
"938",15931,-0.00326,"-22.41%"
"939",15946,-0.00949,"-19.55%"
"940",15963,-0.00677,"-39.99%"
"941",16023,-0.01434,"-40.03%"
"942",16025,-0.00138,"-10.56%"
"943",16037,-0.01964,"-71.47%"
"944",16038,-0.00164,"-14.1%"
"945",16046,-0.00626,"-49.41%"
"946",16056,-0.01375,"-100%"
"947",16066,-0.020925,"-100%"
"948",16101,-0.001252,"-5%"
"949",16105,-0.00791500000000001,"-15.96%"
"950",16125,0.006745,"278.14%"
"951",16127,0.0123525,"653.57%"
"952",16137,-0.010895,"-67.25%"
"953",16142,-0.00104,"-9.41%"
"954",16146,0.002025,"6.01%"
"955",16148,0.00596,"25.42%"
"956",16201,-0.00231,"-18.25%"
"957",16254,0.000579999999999999,"5.52%"
"958",16255,-0.00522,"-18.26%"
"959",16301,-0.0053,"-100%"
"960",16323,-0.0036,"-29.01%"
"961",16335,-0.0108133333333333,"-56.27%"
"962",16365,-0.005065,"-20.59%"
"963",16371,-0.00567,"-100%"
"964",16406,0.00706,"33.67%"
"965",16407,-0.00908,"-48.98%"
"966",16412,0.00069,"7.66%"
"967",16415,-0.01552,"-100%"
"968",16417,0.00198,"11.19%"
"969",16433,-0.00182,"-12.17%"
"970",16502,-0.00898,"-50.94%"
"971",16504,0.02216,"384.72%"
"972",16506,-0.00433,"-24.76%"
"973",16508,0.003105,"25.93%"
"974",16509,0.00465,"64.09%"
"975",16511,-0.0062,"-56.29%"
"976",16512,0.00804000000000001,"14.06%"
"977",16601,-0.01947,"-56.04%"
"978",16602,-0.00108,"-4.46%"
"979",16646,-0.0018,"-6.3%"
"980",16648,0.00157,"9.99%"
"981",16652,-0.003635,"-17.06%"
"982",16662,-0.00253,"-11.66%"
"983",16686,-0.01467,"-53.87%"
"984",16701,0.00444666666666667,"116.81%"
"985",16735,0.00153,"16.7%"
"986",16749,-0.021195,"-37.91%"
"987",16801,-0.00352333333333333,"-20.91%"
"988",16823,-0.0177,"-100%"
"989",16830,0.00859,"172.49%"
"990",16833,-0.000469999999999998,"-1.44%"
"991",16866,0.00607,"93.96%"
"992",16901,-0.00961,"-44.29%"
"993",16915,-0.000684999999999998,"-2.64%"
"994",16947,-0.01276,"-45.41%"
"995",17003,-0.00894,"-100%"
"996",17011,-0.00443666666666667,"-33.88%"
"997",17013,-0.001415,"-6.38%"
"998",17016,0.02668,"132.28%"
"999",17020,-0.00697,"-100%"
"1000",17022,0.00375333333333333,"37.85%"
"1001",17042,0.00194,"11.48%"
"1002",17044,-0.005985,"-41.68%"
"1003",17055,0.0063125,"36.13%"
"1004",17057,-0.002095,"-26.55%"
"1005",17059,0.00063,"6.4%"
"1006",17061,-0.00122,"-4.7%"
"1007",17067,-0.014765,"-100%"
"1008",17078,-0.00579,"-16.19%"
"1009",17102,-0.00251,"-12.61%"
"1010",17109,0.000359999999999999,"2.3%"
"1011",17110,-0.00935,"-46.94%"
"1012",17111,-0.00622,"-14.67%"
"1013",17112,-0.01296,"-51.96%"
"1014",17201,0.00126,"6.94%"
"1015",17233,-0.00593,"-18.36%"
"1016",17241,-0.01145,"-100%"
"1017",17243,0.00769,"95.77%"
"1018",17261,-0.00717,"-100%"
"1019",17325,-0.000502499999999999,"-3.19%"
"1020",17331,-0.0308433333333333,"-54.7%"
"1021",17350,-0.00674,"-46.84%"
"1022",17361,-0.00191,"-9.74%"
"1023",17402,0.0027975,"22.97%"
"1024",17403,0.005665,"27.18%"
"1025",17404,-0.004255,"-15.2%"
"1026",17501,-0.00248,"-8.96%"
"1027",17509,-0.000409999999999999,"-4.47%"
"1028",17512,-0.008455,"-39.21%"
"1029",17522,-0.00361,"-10.63%"
"1030",17543,-0.006616,"-39.8%"
"1031",17545,-0.01751,"-100%"
"1032",17555,0.00133,"5.6%"
"1033",17566,0.00765,"81.3%"
"1034",17578,-0.01481,"-100%"
"1035",17601,0.01146,"176.85%"
"1036",17602,-0.000549999999999998,"-2.67%"
"1037",17603,0.008055,"211.7%"
"1038",17604,-0.00349,"-9.06%"
"1039",17701,-0.00737,"-39.99%"
"1040",17740,-0.00759,"-32.3%"
"1041",17745,-0.022495,"-51.37%"
"1042",17754,0.00164,"7.82%"
"1043",17756,0.0113,"28.09%"
"1044",17764,0.03414,"148.31%"
"1045",17777,0.000709999999999999,"7.04%"
"1046",17801,0.00882333333333333,"167.85%"
"1047",17815,-0.007135,"-40.78%"
"1048",17821,-0.004965,"-21.03%"
"1049",17837,-0.00521,"-38.38%"
"1050",17845,-0.01009,"-18.6%"
"1051",17846,-0.01214,"-34.87%"
"1052",17847,-0.00836,"-100%"
"1053",17851,0.00867,"20.05%"
"1054",17859,0.00924,"96.05%"
"1055",17866,-0.0041,"-10.36%"
"1056",17870,0.00648,"33.77%"
"1057",17901,-0.00854333333333333,"-56.42%"
"1058",17931,-0.00889,"-55.22%"
"1059",17961,-0.00886,"-30.31%"
"1060",17972,-0.00191,"-25.23%"
"1061",17976,-0.000349999999999996,"-1.09%"
"1062",17981,-0.00155,"-21.86%"
"1063",18017,-0.0140675,"-78.19%"
"1064",18018,0.00772666666666667,"98.64%"
"1065",18020,-0.000489999999999997,"-2.72%"
"1066",18042,-0.000296666666666667,"-6.49%"
"1067",18045,-0.003845,"-100%"
"1068",18052,-0.00736,"-47.64%"
"1069",18062,0.00316,"11.74%"
"1070",18064,-0.00853,"-36.53%"
"1071",18073,-0.00931,"-50.82%"
"1072",18087,-0.00343,"-15.07%"
"1073",18103,-0.000983333333333329,"-2.28%"
"1074",18104,-0.002088,"-7.64%"
"1075",18201,0.013405,"38.55%"
"1076",18218,0.02854,"57.69%"
"1077",18235,-0.00832,"-16.59%"
"1078",18252,-0.02992,"-60.09%"
"1079",18255,-0.00664,"-39.69%"
"1080",18301,-0.02603,"-74.69%"
"1081",18330,-0.00662,"-12.69%"
"1082",18360,-0.003015,"-100%"
"1083",18407,0.005275,"36.18%"
"1084",18411,-0.00899,"-45.36%"
"1085",18421,0.00022,"2.73%"
"1086",18431,0.01707,"177.44%"
"1087",18444,0.00116,"2.55%"
"1088",18447,-0.00551,"-18.59%"
"1089",18501,0.00029,"2.5%"
"1090",18503,0.00221,"2.96%"
"1091",18505,0.00548666666666667,"35.73%"
"1092",18509,0.011625,"41.25%"
"1093",18510,0.004795,"38.47%"
"1094",18512,0.01157,"86.67%"
"1095",18517,-0.00625,"-18.01%"
"1096",18612,0.0102533333333333,"102.57%"
"1097",18616,-0.01396,"-100%"
"1098",18626,-0.000200000000000001,"-2.15%"
"1099",18634,0.014035,"39.58%"
"1100",18640,-0.0095,"-30.84%"
"1101",18643,-0.000529999999999999,"-5.84%"
"1102",18701,-0.001755,"-5.29%"
"1103",18702,-0.008696,"-29.06%"
"1104",18704,-0.00333666666666667,"-24.66%"
"1105",18707,-0.005665,"-13.1%"
"1106",18711,-0.00929,"-26.7%"
"1107",18801,-0.00659999999999999,"-17.05%"
"1108",18810,0.01615,"103%"
"1109",18840,-0.01357,"-15.2%"
"1110",18847,0.02548,"59.2%"
"1111",18848,-0.02922,"-50.5%"
"1112",18901,-0.001026,"-7.23%"
"1113",18912,-0.00255,"-26.9%"
"1114",18951,-0.00349333333333333,"-9.42%"
"1115",18954,0.02358,"211.29%"
"1116",18960,-0.01851,"-100%"
"1117",18969,0.01205,"44.45%"
"1118",18974,-0.0167925,"-87.3%"
"1119",18976,-0.02372,"-30.45%"
"1120",19002,-0.00253333333333333,"-24.84%"
"1121",19006,2.00000000000001e-05,"0.26%"
"1122",19007,-0.0071,"-100%"
"1123",19008,-0.000383333333333333,"-3.65%"
"1124",19010,-0.007845,"-71.33%"
"1125",19013,-4e-04,"-7.16%"
"1126",19023,0.004705,"41.44%"
"1127",19027,-0.00738,"-100%"
"1128",19031,0.000994999999999999,"5.66%"
"1129",19037,-0.008615,"-40.56%"
"1130",19038,-0.0018225,"-9.64%"
"1131",19040,-0.006325,"-50.36%"
"1132",19046,0.000556666666666667,"16.73%"
"1133",19047,-0.00105666666666666,"-5.5%"
"1134",19050,-0.002335,"-8.82%"
"1135",19063,-0.005764,"-35.86%"
"1136",19064,-0.00212,"-10.02%"
"1137",19067,0.01085,"29.78%"
"1138",19073,-0.02718,"-50.62%"
"1139",19076,-0.0119,"-34.67%"
"1140",19078,0.0033,"17.99%"
"1141",19083,-0.01093,"-36.23%"
"1142",19090,0.01194,"227%"
"1143",19095,-0.00374333333333333,"-54.59%"
"1144",19096,0.000115,"1.86%"
"1145",19104,-0.000257500000000001,"-1.65%"
"1146",19111,-0.00422666666666667,"-13.09%"
"1147",19114,-0.0091,"-45%"
"1148",19115,-0.00788333333333333,"-42.95%"
"1149",19116,-0.012615,"-54.5%"
"1150",19118,0.00112,"11.05%"
"1151",19119,0.00201666666666667,"9.03%"
"1152",19123,-0.00525,"-52.61%"
"1153",19126,-0.00224000000000001,"-5.36%"
"1154",19128,-0.000659999999999997,"-2.28%"
"1155",19130,0.00411,"24.42%"
"1156",19131,0.0015725,"4.86%"
"1157",19136,-0.006,"-38.44%"
"1158",19139,-0.00191,"-10%"
"1159",19143,-0.00359,"-100%"
"1160",19144,-0.00101,"-9.78%"
"1161",19148,0.0036,"60.61%"
"1162",19150,-0.012155,"-42.77%"
"1163",19152,0.008086,"71.72%"
"1164",19154,-0.00765,"-50.86%"
"1165",19335,-0.00642,"-42.49%"
"1166",19342,-0.018265,"-100%"
"1167",19344,-0.00432,"-30.75%"
"1168",19348,8e-04,"7.36%"
"1169",19355,0.00516,"17.46%"
"1170",19363,-0.01857,"-71.81%"
"1171",19380,-0.0044525,"-51.7%"
"1172",19382,-0.008405,"-61.58%"
"1173",19390,-0.001355,"-25.16%"
"1174",19401,-0.000949999999999999,"-5.25%"
"1175",19406,0.00795,"82.47%"
"1176",19422,0.000620000000000001,"3.97%"
"1177",19435,0.0134,"66.77%"
"1178",19438,-0.00322,"-5.95%"
"1179",19446,0.00898166666666667,"60.99%"
"1180",19454,0.00107,"8.11%"
"1181",19460,-0.004465,"-100%"
"1182",19462,0.02554,"32.7%"
"1183",19464,0.0080925,"35.52%"
"1184",19468,-0.0079,"-29.87%"
"1185",19475,0.000139999999999999,"1.03%"
"1186",19490,-0.02313,"-100%"
"1187",19526,-0.02078,"-73.32%"
"1188",19530,0.01357,"37.04%"
"1189",19533,-0.00167,"-18.07%"
"1190",19562,-0.01068,"-35.64%"
"1191",19565,9.99999999999994e-05,"0.94%"
"1192",19605,-0.0359,"-68.91%"
"1193",19606,-0.003315,"-24.49%"
"1194",19607,-0.00855,"-100%"
"1195",19608,0.00355,"37.97%"
"1196",19610,-0.013495,"-100%"
"1197",19611,0.00284,"19.82%"
"1198",19707,-0.00527,"-41.25%"
"1199",19711,-0.006095,"-100%"
"1200",19720,0.00823,"94.16%"
"1201",19803,-0.01192,"-71.4%"
"1202",19805,-0.008065,"-74.95%"
"1203",19806,-0.00266,"-21.56%"
"1204",19808,-0.0166233333333333,"-90.05%"
"1205",19810,-0.00292666666666667,"-34.61%"
"1206",19901,-0.01509,"-100%"
"1207",19904,-0.0126166666666667,"-57.64%"
"1208",19940,0.01169,"103.82%"
"1209",19947,0.00768,"84.77%"
"1210",19958,0.014055,"47.64%"
"1211",19963,-0.005285,"-21.93%"
"1212",19966,-0.006415,"-25.79%"
"1213",19973,-0.0121166666666667,"-45.04%"
"1214",19977,-0.011925,"-39.39%"
"1215",20001,0.00278,"53.88%"
"1216",20002,-0.01479,"-33.4%"
"1217",20010,0.01145,"61.26%"
"1218",20015,-0.00390666666666667,"-42.43%"
"1219",20018,0.0054,"188.81%"
"1220",20019,8.99999999999998e-05,"4.11%"
"1221",20020,0.00203,"16.53%"
"1222",20032,-0.00762666666666667,"-55.21%"
"1223",20037,-0.01304,"-76.08%"
"1224",20110,0.00803,"171.58%"
"1225",20155,-0.00509,"-54.12%"
"1226",20171,-0.00617,"-53.98%"
"1227",20176,0.000674999999999999,"10.41%"
"1228",20186,0.001675,"13.29%"
"1229",20602,0.00598,"41.18%"
"1230",20622,-0.00637,"-40.11%"
"1231",20646,-0.005765,"-48.36%"
"1232",20650,-8.99999999999998e-05,"-1.43%"
"1233",20653,-0.01265,"-62.53%"
"1234",20678,0.00459,"54.64%"
"1235",20688,-0.00303,"-22.87%"
"1236",20706,-0.01162,"-58.39%"
"1237",20707,0.01661,"56.38%"
"1238",20708,0.00142,"24.61%"
"1239",20716,0.00824,"34.71%"
"1240",20721,0.00809,"128.82%"
"1241",20735,-0.00537333333333333,"-29.9%"
"1242",20744,0.00082,"8.26%"
"1243",20747,-0.00547,"-37.31%"
"1244",20774,-0.0145,"-69.28%"
"1245",20782,-0.00097,"-12.13%"
"1246",20783,0.00166,"8.64%"
"1247",20814,0.000580000000000001,"2.33%"
"1248",20815,0.00653,"62.97%"
"1249",20817,-0.000779999999999999,"-7.6%"
"1250",20850,0.0111633333333333,"132.74%"
"1251",20852,-0.001625,"-100%"
"1252",20860,-0.000250000000000002,"-1.65%"
"1253",20866,-0.00812,"-55.65%"
"1254",20877,-0.00445,"-28.49%"
"1255",20879,0.00926,"80.94%"
"1256",20895,-0.0048,"-47.76%"
"1257",20902,-0.00346,"-20.62%"
"1258",20904,0.0110675,"239.56%"
"1259",20906,0.00206333333333333,"26.49%"
"1260",20910,0.000756666666666669,"3.82%"
"1261",20912,0.00167,"22.69%"
"1262",21012,-0.02089,"-76.16%"
"1263",21014,0.01299,"178.19%"
"1264",21017,0.01358,"69.22%"
"1265",21030,-0.025645,"-55.51%"
"1266",21032,-0.00551,"-15.09%"
"1267",21037,-0.00895,"-54.91%"
"1268",21042,-0.00383,"-15.83%"
"1269",21043,0.000110000000000001,"1.26%"
"1270",21044,0.022325,"229.33%"
"1271",21050,-0.00123,"-7.9%"
"1272",21054,-0.02143,"-100%"
"1273",21060,-1e-05,"-0.33%"
"1274",21061,-0.0049,"-13.44%"
"1275",21078,0.00722,"34.62%"
"1276",21093,-0.00520333333333333,"-30.24%"
"1277",21133,0.005625,"88.86%"
"1278",21136,0.00495,"47.92%"
"1279",21146,-0.01736,"-100%"
"1280",21157,-0.01271,"-51.31%"
"1281",21204,-0.00124,"-7.64%"
"1282",21206,0.006165,"51.94%"
"1283",21207,-0.00104,"-8.43%"
"1284",21208,-0.0131125,"-46.24%"
"1285",21209,-0.00505,"-23.97%"
"1286",21211,0.00939,"52.88%"
"1287",21212,-0.00728666666666667,"-27.26%"
"1288",21214,-0.00199,"-4.32%"
"1289",21215,0.004424,"90.84%"
"1290",21218,-0.00554666666666667,"-29.93%"
"1291",21221,-0.00939,"-27.91%"
"1292",21222,-0.03186,"-60.19%"
"1293",21223,-0.00625,"-100%"
"1294",21224,0.00655,"71.04%"
"1295",21225,-0.00182,"-7.69%"
"1296",21228,0.00311111111111111,"34.29%"
"1297",21229,-0.00398666666666667,"-10.07%"
"1298",21234,-0.0083375,"-47.55%"
"1299",21237,-0.01043,"-68.69%"
"1300",21239,-0.000479999999999998,"-2.42%"
"1301",21286,0.00585,"60.15%"
"1302",21401,0.00641,"45.8%"
"1303",21403,-0.00184,"-11.46%"
"1304",21502,0.0059025,"54.36%"
"1305",21532,0.00332,"16.94%"
"1306",21536,0.01647,"173.92%"
"1307",21539,-0.01166,"-100%"
"1308",21550,0.00417333333333333,"59.7%"
"1309",21562,0.03251,"251.24%"
"1310",21601,0.021665,"126.84%"
"1311",21613,-0.005965,"-21.91%"
"1312",21617,-0.01625,"-23.07%"
"1313",21620,0.0257433333333333,"211.01%"
"1314",21629,-0.01366,"-58.24%"
"1315",21701,-0.00145666666666667,"-27.62%"
"1316",21702,0.000524999999999999,"3.63%"
"1317",21703,-0.02938,"-100%"
"1318",21713,-0.00506,"-24.37%"
"1319",21740,0.00525666666666667,"54.38%"
"1320",21742,-0.0268566666666667,"-63.87%"
"1321",21771,-0.003805,"-10.4%"
"1322",21784,0.002685,"49.52%"
"1323",21787,-0.04353,"-32.21%"
"1324",21793,-0.01525,"-62.4%"
"1325",21795,0.001545,"38.29%"
"1326",21802,0.00323,"22.49%"
"1327",21804,-0.01656,"-50.75%"
"1328",21811,-0.00131,"-4.53%"
"1329",21817,0.01932,"44.23%"
"1330",21851,0.01029,"91.96%"
"1331",21853,0.01555,"114.34%"
"1332",21863,0.01236,"82.95%"
"1333",21921,0.008615,"82.52%"
"1334",22003,-0.00586,"-18.24%"
"1335",22027,-0.00782,"-100%"
"1336",22033,0.0193,"187.2%"
"1337",22150,-0.0078,"-100%"
"1338",22191,-0.00862,"-27.32%"
"1339",22202,-0.00545,"-33.64%"
"1340",22204,-0.00973,"-52.85%"
"1341",22207,-0.00047,"-12.43%"
"1342",22302,0.000260000000000002,"2.28%"
"1343",22306,-0.00025,"-1.54%"
"1344",22308,0.00039,"3.22%"
"1345",22405,0.00708,"43.41%"
"1346",22406,-0.01451,"-100%"
"1347",22407,0.00059,"8.1%"
"1348",22427,-0.00039,"-4.5%"
"1349",22443,-0.01631,"-100%"
"1350",22482,-0.01002,"-100%"
"1351",22601,0.01319,"66.82%"
"1352",22603,0.00265666666666667,"27.17%"
"1353",22611,-0.0104,"-51.77%"
"1354",22664,-0.00443,"-24.77%"
"1355",22701,-0.004235,"-51.18%"
"1356",22801,0.01219,"485.01%"
"1357",22802,0.0089,"83.02%"
"1358",22844,0.00026,"1.21%"
"1359",22901,-0.00126,"-34.92%"
"1360",22902,-0.02322,"-100%"
"1361",22903,-0.00755,"-100%"
"1362",22939,-0.0119466666666667,"-100%"
"1363",22960,-0.00538,"-100%"
"1364",22973,-0.02447,"-100%"
"1365",22980,-0.0086,"-64.64%"
"1366",23002,0.01416,"63.41%"
"1367",23005,0.00328,"35.01%"
"1368",23055,-0.000279999999999999,"-1.29%"
"1369",23060,0.00935,"107.47%"
"1370",23061,-0.000975,"-25.52%"
"1371",23063,-0.0455,"-100%"
"1372",23075,-0.00375,"-10.05%"
"1373",23092,-0.00515,"-27.88%"
"1374",23093,-0.01289,"-48.11%"
"1375",23111,-0.002245,"-7.61%"
"1376",23112,-0.06227,"-100%"
"1377",23113,-0.00163,"-16.15%"
"1378",23116,-0.02221,"-76.53%"
"1379",23149,-0.02222,"-100%"
"1380",23185,-0.00145666666666667,"-20.23%"
"1381",23220,-0.01524,"-62.45%"
"1382",23224,-0.00094,"-7.36%"
"1383",23225,0.00211,"44.42%"
"1384",23226,0.001925,"10.74%"
"1385",23227,-0.007305,"-66.56%"
"1386",23233,0.00104333333333333,"8.82%"
"1387",23235,-0.01561,"-100%"
"1388",23238,0.012185,"99.27%"
"1389",23320,0.0174333333333333,"164.41%"
